EDULIT_IND	Indicator	LOCATION	Country	TIME	Time	Value	Flag Codes	Flags
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2008	2008	49.77312		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2009	2009	50.1115		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2010	2010	48.98918		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2011	2011	50.12526		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2012	2012	50.81568		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2014	2014	54.66732		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CRI	Costa Rica	2015	2015	53.0643		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	BTN	Bhutan	2012	2012	9.5981		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2004	2004	99.82189		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2005	2005	99.82628		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2006	2006	99.80863		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2007	2007	99.8131		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2008	2008	99.72479		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2009	2009	99.703		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2010	2010	99.70408		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2011	2011	99.5989		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2014	2014	99.20953		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	NOR	Norway	2015	2015	99.22878		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2005	2005	86.98038		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2006	2006	88.07022		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2007	2007	88.55671		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2008	2008	89.56191		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2009	2009	90.24073		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2010	2010	90.95952		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2011	2011	91.6342		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2012	2012	91.41517		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2013	2013	92.28946		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2014	2014	93.06397		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	LTU	Lithuania	2015	2015	93.785		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2007	2007	42.53045		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2010	2010	52.63025		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2011	2011	53.84415		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2012	2012	54.37846		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2013	2013	55.23904		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2014	2014	56.35037		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	DOM	Dominican Republic	2015	2015	56.61133		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2003	2003	42.30387		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2004	2004	51.45418		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2005	2005	43.91017		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2006	2006	49.95065		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2014	2014	72.84459		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	AND	Andorra	2015	2015	72.50061		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	GTM	Guatemala	2002	2002	17.14748		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	GTM	Guatemala	2006	2006	14.7546		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	GTM	Guatemala	2012	2012	24.18016		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	GTM	Guatemala	2013	2013	25.45748		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	GTM	Guatemala	2014	2014	36.79421		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2004	2004	93.71424		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2005	2005	93.69588		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2006	2006	94.18916		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2008	2008	94.48555		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2009	2009	94.53522		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2010	2010	94.7695		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2011	2011	94.90273		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2012	2012	94.98449		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2013	2013	95.20453		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2014	2014	95.26347		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	USA	United States of America	2015	2015	95.33497		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	MKD	The former Yugoslav Republic of Macedonia	2002	2002	47.79695		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	RWA	Rwanda	2010	2010	12.58289		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	RWA	Rwanda	2012	2012	12.17647		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HND	Honduras	2007	2007	19.93352		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HND	Honduras	2011	2011	27.64837		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HND	Honduras	2012	2012	27.06077		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HND	Honduras	2014	2014	32.44019		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2004	2004	61.67877		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2005	2005	50.22124		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2006	2006	49.67649		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2007	2007	52.60898		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2008	2008	52.88756		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2009	2009	52.95555		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2010	2010	59.1774		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2011	2011	59.60077		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2012	2012	61.13909		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2013	2013	61.89613		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2014	2014	61.57847		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PER	Peru	2015	2015	62.29688		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	THA	Thailand	2004	2004	33.23531		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	THA	Thailand	2006	2006	32.36282		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	THA	Thailand	2010	2010	38.65017		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	THA	Thailand	2013	2013	41.41638		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	THA	Thailand	2016	2016	45.07048		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUN	Tunisia	2008	2008	37.08116		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUN	Tunisia	2010	2010	39.33469		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUN	Tunisia	2011	2011	40.50716		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUN	Tunisia	2012	2012	39.82401		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CHN	China	2000	2000	52.26036		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	CHN	China	2010	2010	65.32292		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2004	2004	28.99697		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2005	2005	30.55333		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2006	2006	31.7194		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2007	2007	32.31613		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2008	2008	34.91973		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2009	2009	36.43138		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2010	2010	46.58588		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2011	2011	49.74813		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2012	2012	51.13713		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2013	2013	52.67532		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2014	2014	54.96776		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	TUR	Turkey	2015	2015	56.3549		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	BGD	Bangladesh	2001	2001	26.71473		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	MNE	Montenegro	2003	2003	83.53425		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	MNE	Montenegro	2011	2011	89.42461		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PHL	Philippines	2000	2000	50.4617		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PHL	Philippines	2004	2004	63.58699		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PHL	Philippines	2008	2008	64.86773		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PHL	Philippines	2010	2010	66.78219		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	PHL	Philippines	2013	2013	70.0585		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2006	2006	71.2339		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2008	2008	72.25539		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2009	2009	73.10786		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2010	2010	73.96287		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2011	2011	75.39924		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2014	2014	77.4559		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	HKG	China, Hong Kong Special Administrative Region	2015	2015	78.41351		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2004	2004	36.33578		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2005	2005	40.98742		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2006	2006	37.88223		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2007	2007	41.92707		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2008	2008	43.20883		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2009	2009	42.7786		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2010	2010	44.15534		
EA_2T8_AG25T99	Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)	COL	Colombia	2011	2011	45.35336		
