INDICATOR	Indicator	LOCATION	Country	TIME	Time	Value	Flag Codes	Flags
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	1996	1996	13835156.51		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	1997	1997	14490905.49		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	1998	1998	15957304.16		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	1999	1999	17166881.18		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2000	2000	19175608.83		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2001	2001	21227551.95		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2002	2002	21331939.26		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2003	2003	21673114.14		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2004	2004	22674359.11		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2005	2005	23089967.07		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2006	2006	23349843.05		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2007	2007	23340464.95		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2008	2008	22978960.24		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2009	2009	23042824.44		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2010	2010	22715766.32		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2011	2011	22923435.13		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2012	2012	23267916.18		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2013	2013	22396994.72		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CAN	Canada	2014	2014	21909185.51		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	1996	1996	1580846.272		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	1997	1997	1744949.479		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	1998	1998	1861578.371		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	1999	1999	1870233.346		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2000	2000	2060228.551		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2001	2001	2102923.313		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2002	2002	2135913.112		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2003	2003	2305531.713		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2004	2004	2411601.447		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2005	2005	2619451.56		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2006	2006	2949927.844		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2007	2007	3293132.089		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2008	2008	3218972.896		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2009	2009	3199209.882		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2010	2010	3380225.53		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2011	2011	4003434.684		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2012	2012	4549892.301		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2013	2013	4826181.717		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2014	2014	5148011.425		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	CZE	Czechia	2015	2015	5310104.163		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	1996	1996	2775102.182		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	1997	1997	2996405.73		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	1998	1998	3252636.555		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	1999	1999	3551243.016		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2001	2001	4058613.942		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2002	2002	4282376.964		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2003	2003	4421286.546		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2004	2004	4374526.09		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2005	2005	4429522.099		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2006	2006	4616565.018		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2007	2007	4872501.064		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2008	2008	5346705.617		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2009	2009	5603700.237		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2010	2010	5449304.153		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2011	2011	5567033.464		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2012	2012	5627830.199		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2013	2013	5633666.429		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2014	2014	5630176.522		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DNK	Denmark	2015	2015	5779551.495		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	1996	1996	2931688.587		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	1997	1997	3330965.58		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	1998	1998	3730459.562		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	1999	1999	4273032.261		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2000	2000	4793944.5		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2001	2001	4845332.292		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2002	2002	5018342.628		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2003	2003	5188706.579		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2004	2004	5413322.966		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2005	2005	5588692.946		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2006	2006	5829041.394		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2007	2007	6146239.41		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2008	2008	6563017.683		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2009	2009	6362736.792		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2010	2010	6513178.956		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2011	2011	6524336.491		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2012	2012	6043642.927		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2013	2013	5765780.005		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2014	2014	5522589.964		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FIN	Finland	2015	2015	5065888.886		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	1996	1996	34595381.74		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	1997	1997	34194887.6		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	1998	1998	34559636.12		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	1999	1999	35956591.74		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2000	2000	37119159.75		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2001	2001	38664568.93		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2002	2002	39768739.04		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2003	2003	39084671.58		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2004	2004	39701616.41		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2005	2005	39530064.66		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2006	2006	40484747.74		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2007	2007	40929228.09		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2008	2008	41771621.36		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2009	2009	43528531.09		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2010	2010	43700818.32		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2011	2011	44928318.19		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2012	2012	45799922.96		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2013	2013	46270545.43		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2014	2014	46568478.93		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	FRA	France	2015	2015	46972923.06		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	1996	1996	50215721.4		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	1997	1997	52140841.82		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	1998	1998	53990695.28		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	1999	1999	58088321.51		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2000	2000	61290981.58		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2001	2001	62171627.38		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2002	2002	62949519.67		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2003	2003	63568107.8		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2004	2004	63374293.1		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2005	2005	63868106.76		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2006	2006	67147377.69		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2007	2007	69062799.96		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2008	2008	74113320.66		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2009	2009	73431992.91		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2010	2010	76069811.93		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2011	2011	81235514.65		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2012	2012	83752328.42		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2013	2013	82780820.66		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2014	2014	86108779.67		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	DEU	Germany	2015	2015	87179229.31		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	1997	1997	895526.4713		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	1999	1999	1269942.445		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2001	2001	1353092.504		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2003	2003	1453226.028		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2004	2004	1473045.902		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2005	2005	1627031.098		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2006	2006	1666223.709		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2007	2007	1767894.057		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2008	2008	2022596.274		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2009	2009	1829553.715		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2010	2010	1654142.7		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2011	2011	1687919.228		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2012	2012	1628972.174		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2013	2013	1827938.525		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2014	2014	1891677.902		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	GRC	Greece	2015	2015	2162163.511		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	1996	1996	758935.2857		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	1997	1997	869403.0415		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	1998	1998	850486.2628		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	1999	1999	896594.3912		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2000	2000	1100126.447		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2001	2001	1318997.813		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2002	2002	1484316.276		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2003	2003	1442688.54		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2004	2004	1419645.639		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2005	2005	1586833.325		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2006	2006	1756022.955		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2007	2007	1720988.782		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2008	2008	1777436.307		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2009	2009	1920004.198		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2010	2010	1946065.545		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2011	2011	2065569.302		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2012	2012	2158524.413		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2013	2013	2422190.337		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2014	2014	2460534.07		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	HUN	Hungary	2015	2015	2568320.991		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	1997	1997	138216.591		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	1998	1998	160976.6352		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	1999	1999	192448.2884		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2000	2000	233137.9997		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2001	2001	267651.398		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2002	2002	268075.3257		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2003	2003	262732.4598		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2005	2005	296773.932		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2006	2006	335335.2606		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2007	2007	323459.5314		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2008	2008	323782.6521		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2009	2009	322834.7735		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2011	2011	297999.6516		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2013	2013	222852.4612		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2014	2014	259644.8652		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ISL	Iceland	2015	2015	294458.6945		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	1996	1996	1116830.722		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	1997	1997	1210565.553		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	1998	1998	1274214.401		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	1999	1999	1346200.321		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2000	2000	1393122.628		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2001	2001	1434219.859		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2002	2002	1518373.365		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2003	2003	1676081.189		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2004	2004	1874935.77		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2005	2005	2006509.79		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2006	2006	2133702.609		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2007	2007	2278957.8		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2008	2008	2454351.283		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2009	2009	2719715.354		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2010	2010	2749824.641		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2011	2011	2650691.216		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2012	2012	2647270.393		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2013	2013	2685849.209		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	IRL	Ireland	2014	2014	2822417.355		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	1996	1996	14467239.82		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	1997	1997	15377635.67		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	1998	1998	15908603.11		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	1999	1999	15764461.79		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	2000	2000	16716606.84		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	2001	2001	17680363.8		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	2002	2002	18401396.53		
EXPPPP_CONST	GERD in '000 PPP$ (in constant prices - 2005)	ITA	Italy	2003	2003	18041091.38		
