EDULIT_IND	Indicator	LOCATION	Country	TIME	Time	Value	Flag Codes	Flags
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2005	2005	73.62079		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2006	2006	75.03429		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2007	2007	73.21063		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2008	2008	75.80002		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2009	2009	77.31821		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2010	2010	77.67381		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2011	2011	78.44617		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2012	2012	79.15782		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2013	2013	79.77965		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2014	2014	80.09109		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SVN	Slovenia	2015	2015	81.50327		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	BHS	Bahamas	2000	2000	70.94155		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	BHS	Bahamas	2010	2010	81.87773		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2003	2003	34.4548		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2006	2006	24.739		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2008	2008	26.97723		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2009	2009	27.75097		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2010	2010	27.1736		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2011	2011	27.01846		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2012	2012	27.54371		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2013	2013	27.5789		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2014	2014	28.45315		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	URY	Uruguay	2015	2015	28.74776		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	BTN	Bhutan	2012	2012	5.50574		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2009	2009	84.67217		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2010	2010	86.42583		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2011	2011	86.08344		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2012	2012	87.73566		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2013	2013	74.00227		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GBR	United Kingdom of Great Britain and Northern Ireland	2014	2014	74.70639		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	RUS	Russian Federation	2002	2002	89.07696		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	RUS	Russian Federation	2010	2010	84.53024		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2000	2000	18.57731		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2004	2004	22.41144		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2005	2005	25.87864		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2006	2006	30.26075		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2007	2007	30.20546		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2008	2008	30.34551		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2009	2009	31.35027		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2010	2010	29.20441		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2012	2012	33.79751		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2013	2013	31.62993		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2014	2014	31.79973		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	MEX	Mexico	2015	2015	33.34622		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SEN	Senegal	2006	2006	4.92511		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SEN	Senegal	2011	2011	5.61641		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SEN	Senegal	2013	2013	8.23461		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	UKR	Ukraine	2001	2001	74.31923		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KEN	Kenya	2009	2009	27.05626		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KEN	Kenya	2010	2010	22.02862		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2003	2003	24.07877		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2005	2005	29.61668		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2006	2006	27.35122		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2007	2007	26.41563		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2008	2008	28.61777		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2009	2009	27.14442		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2014	2014	36.5642		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	PRY	Paraguay	2015	2015	38.10089		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	DZA	Algeria	2006	2006	7.65762		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	DZA	Algeria	2008	2008	25.41652		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2006	2006	26.40831		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2007	2007	26.00787		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2008	2008	26.20051		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2009	2009	27.84471		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2011	2011	28.93486		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2014	2014	31.09284		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	IDN	Indonesia	2015	2015	32.26202		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	GUY	Guyana	2002	2002	31.19339		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KOR	Republic of Korea	2000	2000	63.7146		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KOR	Republic of Korea	2005	2005	69.2535		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KOR	Republic of Korea	2009	2009	66.03619		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	KOR	Republic of Korea	2010	2010	72.7248		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	TJK	Tajikistan	2000	2000	78.96372		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2004	2004	64.72815		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2005	2005	64.95449		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2007	2007	67.44873		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2008	2008	66.22115		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2009	2009	66.34462		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2010	2010	66.77232		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2011	2011	66.4096		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2012	2012	67.09863		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2013	2013	69.52969		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2014	2014	69.4222		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	NLD	Netherlands	2015	2015	69.57044		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	1999	1999	83.52632		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2007	2007	82.94914		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2008	2008	82.96022		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2009	2009	88.61049		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2010	2010	88.6454		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2011	2011	88.65878		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2012	2012	88.71309		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2013	2013	88.71621		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2014	2014	88.71417		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	AZE	Azerbaijan	2015	2015	88.66508		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	TON	Tonga	2006	2006	23.35876		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	TON	Tonga	2011	2011	54.12891		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	CYM	Cayman Islands	2007	2007	73.56458		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	CYM	Cayman Islands	2008	2008	77.28767		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	CYM	Cayman Islands	2014	2014	88.1058		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	CYM	Cayman Islands	2015	2015	90.19632		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SAU	Saudi Arabia	2000	2000	30.0666		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SAU	Saudi Arabia	2004	2004	34.1683		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	SAU	Saudi Arabia	2013	2013	48.89058		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2004	2004	37.26165		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2005	2005	40.38942		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2006	2006	41.44183		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2007	2007	42.32306		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2008	2008	42.83237		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2009	2009	43.33484		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2010	2010	44.25182		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2011	2011	45.26531		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2012	2012	45.60115		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2014	2014	47.23725		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ESP	Spain	2015	2015	47.86305		
EA_3T8_AG25T99	Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)	ARE	United Arab Emirates	2005	2005	47.10615		
